title|link|summary|parss_primesponsor|parss_cosponsors|parss_lastaction|parss_enacted|parss_passedhouse|parss_passedsenate|published|id
House Bill 819 Printer's Number 776|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=819&pn=776|An Act amending the act of June 13, 1967 (P.L.31, No.21), known as the Human Services Code, in departmental powers and duties as to licensing, further providing for definitions and providing for food allergy guidelines....|Representative GIRAL|GUENST, SANCHEZ, HANBIDGE, PARKER, MADDEN, NEILSON, CIRESI and N. NELSON|Referred to HUMAN SERVICES,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:49:51 GMT|20230HB819P776
House Bill 818 Printer's Number 775|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=818&pn=775|An Act amending the act of April 9, 1929 (P.L.177, No.175), known as The Administrative Code of 1929, in powers and duties of the Department of State and its departmental administrative board, establishing the Pharmaceutical Collection Sites Educational Program; and making an appropriation....|Representative GIRAL|MADDEN, PROBST, SCHLOSSBERG, HILL-EVANS, SANCHEZ, DELLOSO, HOWARD, BURGOS and CERRATO|Referred to HEALTH,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:49:36 GMT|20230HB818P775
House Bill 817 Printer's Number 774|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=817&pn=774|An Act amending the act of September 27, 1961 (P.L.1700, No.699), known as the Pharmacy Act, further providing for State Board of Pharmacy....|Representative GIRAL|MADDEN, PROBST, SCHLOSSBERG, HILL-EVANS, SANCHEZ, DELLOSO, HOWARD, BURGOS and CERRATO|Referred to HEALTH,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:49:17 GMT|20230HB817P774
House Bill 816 Printer's Number 773|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=816&pn=773|An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in rules of the road in general, providing for removal of vehicles in a city of the first class....|Representative GIRAL|SANCHEZ, KINSEY, BURGOS, GALLAGHER, WARREN, N. NELSON, KHAN, GILLEN and KEEFER|Referred to TRANSPORTATION,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:49:02 GMT|20230HB816P773
House Bill 815 Printer's Number 772|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=815&pn=772|An Act amending the act of June 3, 1937 (P.L.1333, No.320), known as the Pennsylvania Election Code, in primary and election expenses, further providing for reporting by candidate and political committees and other persons, for late contributions and independent expenditures, for oath of compliance, perjury, disqualification from office and commercial use, for residual funds and for place of filing, providing for manner of filing and for inability to file reports or statements electronically by deadline and further providing for late filing fee and certificate of filing, for additional powers and duties of the Secretary of the Commonwealth and for reports by business entities and publication by Secretary of the Commonwealth....|Representative BRIGGS|HILL-EVANS, N. NELSON, RABB, D. WILLIAMS, MADDEN, SCHLOSSBERG, SANCHEZ, KENYATTA, DELLOSO, CERRATO, CIRESI, HOWARD, CEPEDA-FREYTIZ, KINSEY, KINKEAD and FLEMING|Referred to STATE GOVERNMENT,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:48:49 GMT|20230HB815P772
House Bill 814 Printer's Number 771|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=814&pn=771|An Act amending the act of July 19, 1979 (P.L.130, No.48), known as the Health Care Facilities Act, in general provisions, repeals and effective date, providing for acute care mental health bed registry and referrals....|Representative D. MILLER|KAZEEM, GIRAL, MADDEN, SCHLOSSBERG, KINSEY, CIRESI, GALLOWAY, RABB, SANCHEZ, D. WILLIAMS, VENKAT, FIEDLER, HOHENSTEIN, HILL-EVANS, FLEMING, NEILSON, DEASY, OTTEN, BRENNAN and O'MARA|Referred to HEALTH,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:48:28 GMT|20230HB814P771
House Bill 813 Printer's Number 770|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=813&pn=770|An Act amending the act of April 9, 1929 (P.L.177, No.175), known as The Administrative Code of 1929, authorizing the appointment of the Child Advocate; and establishing the Office of Child Advocate and the HEAL PA Coalition....|Representative SAPPEY|MADDEN, KINSEY, T. DAVIS, SAMUELSON, KHAN, HANBIDGE, KENYATTA, GUENST, KAZEEM, PARKER, SANCHEZ, ROZZI, HILL-EVANS, HOHENSTEIN, CIRESI, OTTEN, SHUSTERMAN, DELLOSO, FLEMING, CEPEDA-FREYTIZ, ABNEY and BOROWSKI|Referred to CHILDREN AND YOUTH,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:48:03 GMT|20230HB813P770
House Bill 812 Printer's Number 769|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=812&pn=769|An Act providing for privacy, transparency and compensation regarding the disclosure of information collected by genetic material testing entities.|Representative KINKEAD|RABB, KINSEY, ISAACSON, MADDEN, SANCHEZ, CIRESI, PISCIOTTANO, KHAN, HILL-EVANS, PARKER, McANDREW, OTTEN, SHUSTERMAN, CEPEDA-FREYTIZ, BURGOS, HANBIDGE, PIELLI and SAMUELSON|Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:47:48 GMT|20230HB812P769
House Bill 811 Printer's Number 768|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=811&pn=768|An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, in local organizations and services, further providing for general authority of political subdivisions....|Representative HANBIDGE|MADDEN, SCHLOSSBERG, CERRATO, SANCHEZ, SAPPEY, HILL-EVANS, CIRESI, GALLOWAY, KINKEAD and OTTEN|Referred to LOCAL GOVERNMENT,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:47:30 GMT|20230HB811P768
House Bill 809 Printer's Number 767|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=809&pn=767|An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in fees, further providing for exemption of persons, entities and vehicles from fees....|Representative HANBIDGE|MADDEN, GIRAL, HILL-EVANS, MALAGARI, KINSEY, GUENST, SANCHEZ, DELLOSO, HOHENSTEIN, D. WILLIAMS, CONKLIN and CERRATO|Referred to TRANSPORTATION,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:47:12 GMT|20230HB809P767
House Bill 808 Printer's Number 766|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=808&pn=766|An Act amending the act of June 13, 1967 (P.L.31, No.21), known as the Human Services Code, in public assistance, further providing for the medically needy and determination of eligibility....|Representative HANBIDGE|CERRATO, SCHLOSSBERG, GUENST, HILL-EVANS, BENHAM, HOHENSTEIN, SANCHEZ, MADDEN, HARKINS, WARREN, O'MARA, OTTEN, KHAN, SHUSTERMAN and N. NELSON|Referred to HUMAN SERVICES,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:46:53 GMT|20230HB808P766
House Bill 807 Printer's Number 765|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=807&pn=765|An Act amending the act of April 9, 1929 (P.L.177, No.175), known as The Administrative Code of 1929, in powers and duties of the Department of Health and its departmental administrative and advisory boards, providing for perimenopause and menopause education....|Representative HANBIDGE|CERRATO, HILL-EVANS, HOHENSTEIN, SANCHEZ, MADDEN, FLEMING and SHUSTERMAN|Referred to HEALTH,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:46:36 GMT|20230HB807P765
House Bill 806 Printer's Number 764|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=806&pn=764|An Act amending the act of June 3, 1937 (P.L.1333, No.320), known as the Pennsylvania Election Code, in preparation for and conduct of primaries and elections, further providing for assistance in voting....|Representative HANBIDGE|SCHLOSSBERG, MADDEN, SANCHEZ, HOWARD, SAPPEY, KINSEY, HOHENSTEIN, HILL-EVANS, WARREN, KINKEAD, SHUSTERMAN, N. NELSON and O'MARA|Referred to STATE GOVERNMENT,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:46:06 GMT|20230HB806P764
House Bill 805 Printer's Number 763|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=805&pn=763|An Act amending the act of November 24, 1976 (P.L.1176, No.261), known as the Manufactured Home Community Rights Act, providing for rent increases....|Representative HANBIDGE|CERRATO, CIRESI, SANCHEZ, MADDEN, HOWARD, BURGOS, FLEMING, NEILSON, FREEMAN, OTTEN, N. NELSON and GILLEN|Referred to HOUSING AND COMMUNITY DEVELOPMENT,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:45:43 GMT|20230HB805P763
House Bill 804 Printer's Number 762|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=804&pn=762|"An Act amending the act of December 15, 1982 (P.L.1266, No.287), entitled ""An act conferring limited residency status on military personnel, their dependents and civilian personnel assigned to an active duty station in Pennsylvania,"" further providing for residency of students...."|Representative BURNS|RABB, BOYLE, PROBST, KENYATTA, VENKAT, SANCHEZ, HILL-EVANS, GALLOWAY, N. NELSON, DELLOSO, CIRESI, OTTEN, ABNEY, MERSKI, PISCIOTTANO, ZIMMERMAN, D. WILLIAMS, HOWARD, DEASY, MADDEN, WARREN, RAPP, TAKAC, CONKLIN and GILLEN|Referred to VETERANS AFFAIRS AND EMERGENCY PREPAREDNESS,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:45:25 GMT|20230HB804P762
House Bill 803 Printer's Number 761|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=803&pn=761|A Joint Resolution proposing an amendment to the Constitution of the Commonwealth of Pennsylvania, providing for personal reproductive liberty.|Representative OTTEN|HANBIDGE, MADDEN, SANCHEZ, PIELLI, RABB, GUENST, KINSEY, BENHAM, BOYLE, SCHLOSSBERG, D. WILLIAMS, CONKLIN, VITALI, FIEDLER, HOHENSTEIN, KRAJEWSKI, HILL-EVANS, FLEMING, KINKEAD, FRANKEL, SHUSTERMAN, N. NELSON and CERRATO|Referred to HEALTH,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:45:10 GMT|20230HB803P761
House Bill 801 Printer's Number 760|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=801&pn=760|An Act establishing the Pipeline Early Detection and Warning Board in the Department of Community and Economic Development; establishing the Pipeline Early Detection and Warning System Fund; providing for grants to municipalities; imposing a fee; making an appropriation; and making repeals....|Representative OTTEN|CONKLIN, KENYATTA, HILL-EVANS, RABB, PROBST, KRAJEWSKI, GUENST, SANCHEZ, VITALI, D. WILLIAMS, KINSEY, DELLOSO, SHUSTERMAN, FIEDLER and KHAN|Referred to ENVIRONMENTAL RESOURCES AND ENERGY,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:44:53 GMT|20230HB801P760
House Bill 799 Printer's Number 759|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=799&pn=759|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in school health services, providing for menstrual hygiene products....|Representative OTTEN|SANCHEZ, GIRAL, MADDEN, HOHENSTEIN, HILL-EVANS, RABB, ISAACSON, KINSEY, FREEMAN, T. DAVIS, HANBIDGE, CIRESI, GUENST, PROBST, BURGOS, KHAN, KRAJEWSKI, CEPEDA-FREYTIZ, SAMUELSON, SHUSTERMAN, D. WILLIAMS, DELLOSO, FIEDLER, KINKEAD, WARREN, O'MARA, MALAGARI, CURRY, GILLEN and MAYES|Referred to EDUCATION,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:44:36 GMT|20230HB799P759
House Bill 798 Printer's Number 758|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=798&pn=758|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in certification of teachers, further providing for continuing professional development; providing for access to advanced placement courses for all students; establishing the Advanced Placement Teacher Training Program; and imposing duties on the Department of Education and on school entities....|Representative MERCURI|SCHLEGEL CULVER and PICKETT|Referred to EDUCATION,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:44:21 GMT|20230HB798P758
House Bill 797 Printer's Number 757|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=797&pn=757|An Act amending the act of June 1, 1945 (P.L.1242, No.428), known as the State Highway Law, in construction, improvement, maintenance and repair of State highways, providing for native vegetation along highways....|Representative B. MILLER|CIRESI, SANCHEZ, GREINER, JAMES, STAMBAUGH, MENTZER, NEILSON, ZIMMERMAN and GLEIM|Referred to TRANSPORTATION,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:44:01 GMT|20230HB797P757
House Bill 796 Printer's Number 756|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=796&pn=756|An Act amending Title 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, in protection from abuse, further providing for definitions and for relief....|Representative MARSHALL|KULIK, CERRATO, GUENST, HOWARD, JAMES, KINSEY, MADDEN, OTTEN, PICKETT, SHUSTERMAN and CONKLIN|Referred to JUDICIARY,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:43:46 GMT|20230HB796P756
House Bill 795 Printer's Number 755|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=795&pn=755|An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for the Building Opportunity Through Out-of-School Time Grant Program; establishing the Building Opportunity Through Out-of-School Time Fund; and making an appropriation....|Representative SCHLOSSBERG|TOMLINSON, FIEDLER, ABNEY, CIRESI, FLEMING, GALLAGHER, GIRAL, GUENST, HANBIDGE, HILL-EVANS, KINKEAD, KRAJEWSKI, MADDEN, MARKOSEK, O'MARA, OTTEN, PASHINSKI, PISCIOTTANO, PROBST, SALISBURY, SANCHEZ, SOLOMON and CEPEDA-FREYTIZ|Referred to EDUCATION,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:43:27 GMT|20230HB795P755
House Bill 794 Printer's Number 754|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=794&pn=754|An Act amending the act of December 19, 1990 (P.L.1200, No.202), known as the Solicitation of Funds for Charitable Purposes Act, further providing for definitions, for registration of charitable organizations, financial reports, fees and failure to file, for registration of professional solicitors, contract and disclosure requirements, bonds, records and books and for administrative enforcement and penalties....|Representative ECKER|GREINER, KAUFFMAN, HAMM, STAMBAUGH, CIRESI, KEEFER, MENTZER, MOUL, ZIMMERMAN and MARCELL|Referred to STATE GOVERNMENT,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:43:11 GMT|20230HB794P754
House Bill 793 Printer's Number 753|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=793&pn=753|An Act repealing the act of July 13, 1953 (P.L.389, No.86), known as the Consumers Sales Tax Act.|Representative ROSSI|STAMBAUGH, STAATS, R. MACKENZIE, JAMES, KAUFFMAN, HAMM, TWARDZIK, NEILSON, ZIMMERMAN, ROWE, KEEFER and LEADBETER|Referred to FINANCE,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:42:52 GMT|20230HB793P753
House Bill 792 Printer's Number 752|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=792&pn=752|An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, in disposition of abandoned and unclaimed property, further providing for notice and publication of lists of property subject to custody and control of the Commonwealth under this article....|Representative ROSSI|CIRESI, HILL-EVANS, STAATS, KAUFFMAN, TWARDZIK, NEILSON, BURGOS, RABB and LEADBETER|Referred to FINANCE,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:42:34 GMT|20230HB792P752
House Bill 791 Printer's Number 751|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=791&pn=751|An Act amending the act of October 9, 2008 (P.L.1408, No.113), known as the Scrap Material Theft Prevention Act, further providing for identification requirements for sale of scrap materials to scrap processors and recycling facility operators....|Representative ISAACSON|KAUFFMAN, NEILSON, SCHLOSSBERG, T. DAVIS, BURGOS, CEPEDA-FREYTIZ, DEASY, DELLOSO, GALLAGHER, GIRAL, GUENST, HILL-EVANS, HOHENSTEIN, KINKEAD, KINSEY, MADDEN, PARKER, SAMUELSON, SANCHEZ, TOMLINSON, VITALI, WARREN, BOYLE and GILLEN|Referred to CONSUMER PROTECTION, TECHNOLOGY AND UTILITIES,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:42:18 GMT|20230HB791P751
House Bill 177 Printer's Number 750|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=177&pn=750|An Act amending the act of October 15, 1980 (P.L.950, No.164), known as the Commonwealth Attorneys Act, in Office of Attorney General, further providing for criminal prosecutions....|Representative OTTEN|RABB, SAPPEY, MADDEN, SANCHEZ, PIELLI, KRAJEWSKI, CIRESI, GUENST, BRENNAN, KHAN, HILL-EVANS and SHUSTERMAN|Referred to JUDICIARY,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:42:01 GMT|20230HB177P750
House Bill 170 Printer's Number 749|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=B&billNbr=170&pn=749|An Act amending Title 58 (Oil and Gas) of the Pennsylvania Consolidated Statutes, in development, further providing for well location restrictions....|Representative OTTEN|MADDEN, SANCHEZ, PIELLI, KRAJEWSKI, GUENST and KHAN|Referred to ENVIRONMENTAL RESOURCES AND ENERGY,  April 3, 2023|NO|NO|NO|Mon, 03 Apr 2023 11:41:42 GMT|20230HB170P749
House Resolution 58 Printer's Number 748|https://www.legis.state.pa.us/cfdocs/legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=H&billTyp=R&billNbr=58&pn=748|"A Resolution recognizing September 15, 2023, as ""Roberto Clemente Day"" in Pennsylvania and encouraging the celebration of his life as a humanitarian, veteran and Hall of Fame baseball player...."|Representative PISCIOTTANO|BURGOS, GIRAL, VENKAT, BRENNAN, HILL-EVANS, RABB, KULIK, GREINER, KHAN, SCHLOSSBERG, SMITH-WADE-EL, MADDEN, MALAGARI, SANCHEZ, SAMUELSON, MERSKI, MARSHALL, HADDOCK, BOROWSKI, PARKER and McANDREW|Referred to TOURISM AND ECONOMIC AND RECREATIONAL DEVELOPMENT,  March 30, 2023|NO|NO|NO|Thu, 30 Mar 2023 11:34:04 GMT|20230HR58P748
